0.1298635,9300000,767.96,28,64931.46,10.46296,504
0.1495195,24237800,3823,31.236305,135305.25,7.881944,333
0.144712,31017900,376.4217,29.570997,66218.31,9.388889,555
0.151736954,4410824,187.7444534,33.346541,49223.98089,12.61111111,545
0.197536651,1039073,44.00396644,32.128237,38205.0552,11.5,153
0.203805089,447138,33.24824703,32.91891,14988.89991,11.77777778,51
0.172901313,68114,28.23545319,34.277696,43653.14857,7.388888889,26
0.138298836,1666753,785.6832595,37.648081,78202.36411,9.722222222,270
0.15774703,1150215,554.1136063,37.919479,67153.39576,10,175
0.122800684,994400,64.1727054,36.761006,43476.03095,5.722222222,43
0.178774391,136373,12.91606719,40.706673,45137.04097,6.722222222,18
0.136158978,10105518,815.8638686,34.196398,70812.40055,9.722222222,2136
0.13985362,157672,28.21027302,37.210039,45128.4967,6.055555556,15
0.147643354,3185968,1293.308029,33.675687,72470.98774,12.77777778,431
0.195615403,393149,102.3629392,39.062032,55284.88009,5.055555556,53
0.14408685,2450758,130.6077416,33.729828,32290.63697,12.05555556,233
0.141209948,1540975,602.8603723,38.450011,54917.50115,10.44444444,164
0.128979313,61537,17.44036876,36.610702,39737.69265,8.277777778,14
0.140413667,3343364,284.8047216,33.023604,65709.95228,10.72222222,515
0.156513322,883305,1467.804992,37.727239,184381.4059,10.61111111,340
0.161031519,769545,399.4481731,37.414664,136955.1928,9.944444444,277
0.134772421,1937570,570.7892181,37.220777,164185.6003,8.944444444,646
0.164543946,274255,173.737727,37.012488,50384.49854,9.666666667,41
0.208581426,180040,18.07164835,40.760522,42509.32919,5.388888889,4
0.157699111,446610,190.72743,38.267226,52059.32853,10.27777778,34
0.197450904,499942,107.958139,38.532574,57785.84,9.444444444,58
0.155572425,850967,147.9114216,34.358742,63166.50237,8.166666667,109
0.124927407,220408,83.17615994,38.679268,62365.678,10.05555556,16
0.130625062,651215,314.7497447,39.644632,67070.58286,-0.722222222,241
0.117539345,716492,1815.785006,39.761849,96332.94738,0.277777778,408
0.119422013,342776,160.8569779,39.326435,44832.94509,-0.888888889,102
0.115578346,54993,12.58113252,39.630638,61230.61295,-5.666666667,187
0.127564943,713856,130.6142689,38.827383,46292.38634,-0.777777778,214
0.129653253,17246,2.068369184,38.669679,58923.49101,-6.777777778,79
0.164549414,580233,290.7514191,39.58646,50517.37833,-1.111111111,213
0.156733748,350518,52.31657996,40.663091,47053.4521,-4.055555556,84
0.158841223,943823,435.1925153,41.228103,82633.93588,-2.444444444,1245
0.212587861,181111,73.7133187,41.791897,42636.84406,-4.611111111,87
0.140156174,269956,107.2226208,29.67574,46265.39624,13.94444444,72
0.166206964,1951260,569.9544685,26.19352,49608.73637,18.94444444,1012
0.402134077,184998,84.98013936,26.868826,24724.23906,17.55555556,16
0.157836277,216072,131.5422551,29.987116,20563.2423,13.66666667,35
0.32216345,378488,64.4731288,26.118713,40946.26424,18.61111111,111
0.140481656,950181,402.6244546,30.335245,61650.74784,13.16666667,142
0.142888659,1436888,449.0020773,27.90659,54316.01774,16.27777778,225
0.22185199,85832,47.13769793,30.605926,24973.72073,12.66666667,8
0.160125248,207269,75.19455357,30.665858,49896.5208,11.88888889,32
0.226275411,539630,246.2763805,28.302024,20287.84884,15.61111111,35
0.24776577,975280,619.029358,27.903122,48096.81168,16.38888889,116
0.15971653,179349,60.62788028,30.703633,20814.08257,12.11111111,20
0.366773841,426718,230.882079,27.184386,41071.78922,17.16666667,61
0.155040698,467832,527.5878109,28.690079,41922.08145,16,81
0.244244235,547538,149.1335556,29.057617,29725.01464,15.38888889,60
0.14017743,106408,88.48462947,34.240918,41724.88815,6.555555556,119
0.159777915,12968,6.608959997,30.779904,14412.85842,12.27777778,1
0.139209676,254149,230,34.244317,23972.28459,6.166666667,60
0.122580645,756865,851.8923632,33.93994,59748.47693,6.555555556,228
0.124405531,756558,1081.228444,33.770661,49251.25346,6.888888889,273
0.167369571,97927,73.35160334,34.263677,38451.65384,6.722222222,28
0.116873025,1050114,768.7961558,33.790034,143226.4702,6.777777778,425
0.14839213,57685,62.50545924,34.509667,37261.64967,6.388888889,14
0.100523723,927781,827.6316255,33.959101,47208.08865,6.666666667,145
0.126024728,29764,32.01250101,31.818419,18226.32702,10.44444444,43
0.123503065,116321,88.78385941,30.83368,38866.8637,11.88888889,20
0.146350357,5180493,1216.321349,41.894294,70300.42505,-3.444444444,3445
0.136665693,534216,392.1446301,41.939594,41034.41754,-4.333333333,100
0.145911787,308570,194.5474083,42.324298,33275.82902,-5,52
0.155011786,35636,40.63213365,40.745733,39605.78025,-2.888888889,1
0.133643786,66999,61.88812465,40.050892,66756.31974,-2.111111111,13
0.138561395,167009,160.8634874,39.768749,35410.81903,-1.555555556,48
0.194934803,82366,108.4317566,40.483537,63642.02123,-2.388888889,12
0.145744919,156225,189.7779303,39.495986,28670.29785,-0.944444444,71
0.126072884,954670,924.115004,39.782976,86044.16524,-1.277777778,676
0.160418245,47532,44.16038478,41.400794,35866.32875,-3.888888889,2
0.117255058,151260,93.64602373,41.668737,55484.59706,-4.444444444,65
0.174644243,93533,37.52042961,41.340184,49756.78604,-3.555555556,3
0.145129737,597555,484.6620485,38.883907,71819.33795,0.5,108
0.161583716,770517,744.4314993,38.189533,64990.05161,1.777777778,116
0.171273084,242922,98.99767553,32.577195,55345.07752,9.611111111,219
0.171247158,434051,250.9475236,29.5033,50300.08809,13.38888889,761
0.147721518,391006,430.1268737,30.068636,59457.14147,12.83333333,1350
0.171782563,828431,468.5684189,39.443167,59122.31771,0.277777778,162
0.161949314,253956,187.2734604,39.537429,46496.69004,0.222222222,23
0.155349731,1052567,800.2254396,39.137382,81961.91258,0.833333333,301
0.132628328,909308,703.8243626,38.82588,46055.12099,1.833333333,247
0.232674835,126348,50.97175307,42.375314,53298.75784,-5.944444444,151
0.170490161,790638,367.7211591,42.642711,54716.89306,-3.444444444,570
0.152589251,1614714,734.634073,42.479477,97651.27297,-3.666666667,981
0.168534197,705388,614.1330321,42.169703,72174.16434,-2.833333333,548
0.156441862,830839,203.0815948,42.311693,49037.8042,-4.5,337
0.167985095,1259201,535.1694555,42.660452,80238.66875,-5.277777778,1170
0.154259125,1753893,1004.082699,42.284664,50307.87559,-4.055555556,2704
0.140503599,353813,308.9101798,45.27411,39001.68385,-9.166666667,17
0.144177678,550210,1249.309875,45.01525,70971.83644,-8.722222222,46
0.180762229,996945,733.9418726,38.640702,72057.70641,1.222222222,336
0.130101609,566880,650.0448286,41.297091,71852.05495,-3.333333333,60
0.246822663,8419,2.822617527,42.634405,55882.26116,-4.833333333,2
0.147286735,2231647,108.5726151,36.214236,47479.69948,8.611111111,528
0.163528616,465735,27.82767015,40.703311,48728.54964,0.833333333,107
0.206780567,89786,19.83669146,43.926488,66711.41223,-8.555555556,29
0.179632313,309176,150.4222247,42.98936,61138.7195,-4.666666667,100
0.171973285,936692,1459.130503,40.95909,70959.8263,-1.444444444,2169
0.169294362,445384,209.7368805,39.875786,56681.00299,0.277777778,142
0.118214185,676061,4166.249458,40.731384,66464.89914,-0.333333333,974
0.175746837,621354,359.1027003,40.287056,51640.21687,-0.444444444,870
0.145463035,503310,983.0088149,41.033763,42179.19159,-2.5,831
0.143803522,558067,2037.968702,40.659871,65475.96528,-0.777777778,896
0.163865973,678701,224.6513397,35.054002,49847.57061,2.722222222,101
0.24314256,150056,30.38069317,35.513722,38743.16631,0.777777778,34
0.193008665,16735,0.96613392,33.991614,28666.94717,3.555555556,2
0.177630392,1358343,1155.940607,40.729687,59838.2835,-0.555555556,6445
0.165102127,1628701,18720.9738,40.776557,368540.6003,-0.277777778,33768
0.156916747,325695,631.0157217,41.154785,56758.85005,-2.333333333,2209
0.181297602,230163,105.1787961,43.106135,44280.97606,-6.388888889,108
0.168629519,1481093,240.2387418,40.943554,54999.21712,-1.166666667,5023
0.197806259,178599,59.06578055,41.947232,35124.04476,-4.722222222,186
0.170531163,967612,747.1204188,41.15277,75869.96256,-2.111111111,8519
0.244151547,73139,40.50672846,35.704994,18590.38539,5.666666667,13
0.159897547,379099,357.6594192,36.131667,56609.0009,4.333333333,35
0.133163932,202675,101.603611,35.513405,21835.96463,6.277777778,10
0.112029334,1093901,785.3143787,35.246862,87933.06831,6,336
0.092400459,197683,84.36176107,34.76346,41203.51827,7.666666667,4
0.116163526,1092305,500.6917517,35.789846,63230.32558,5.611111111,146
0.181679245,1243857,382.8422286,41.760392,71831.99522,-2.777777778,440
0.194558823,371574,246.4840347,40.814131,41467.42093,-2.722222222,29
0.143929299,648360,428.5483139,36.120121,70843.96948,4.888888889,61
0.200045834,191996,24.98694989,43.915118,41456.48281,-0.333333333,23
0.257283534,110283,8.346626415,43.285904,30482.51937,4.611111111,4
0.219689931,219564,30.44882749,42.411782,37202.34539,3.388888889,19
0.211963993,67653,4.294128752,42.683761,32747.45743,-0.611111111,4
0.156684964,346868,112.6145757,44.900898,41275.64128,4.055555556,109
0.134354831,811880,674.059424,45.547693,73472.09527,4.555555556,91
0.179212521,85234,44.67932715,44.904395,20910.48382,5.333333333,13
0.156354817,77516,9.313801632,45.5912,43459.07633,1.055555556,4
0.13429592,597695,319.7542282,45.553542,79026.50301,4.611111111,154
0.186343413,628195,390.072331,40.336887,48659.47761,-1.277777778,249
0.163978461,564751,1148.048965,39.91667,54054.83046,0,276
0.172152183,169507,106.5065773,41.056233,33319.70799,-4.388888889,135
0.177556469,828604,658.4999564,40.209999,84146.09316,-0.833333333,488
0.136525985,1584138,4285.759894,40.009376,69905.5821,0.111111111,890
0.241575006,51276,26.41918028,41.646589,29724.75224,-5.111111111,7
0.152836732,636084,566.257511,41.870488,50726.05493,-2.777777778,156
0.164129538,405905,116.9700812,32.800458,67039.84628,9.944444444,117
0.183376022,65592,34.7049989,34.338356,27406.19976,7.444444444,83
0.210306144,95380,68.169931,34.686818,35726.38044,6.666666667,13
0.161879397,313888,150.7118855,34.933239,42157.90922,6.388888889,25
0.169941217,18883,5.633041806,44.418265,51575.46198,-7.888888889,20
0.183658171,9338,3.119073274,43.206185,70245.80284,-5.222222222,1
0.188175846,19790,17.47494742,43.680439,52014.86726,-6.5,2
0.130804247,192876,91.62389108,43.667472,74300.62029,-7.388888889,25
0.179783226,111729,15.77751861,44.002349,45251.54032,-4.722222222,4
0.122432272,692587,509.5794272,36.169129,91980.92615,4.611111111,394
0.135823776,935764,460.9338035,35.183794,61497.43055,6.166666667,362
0.218998148,157668,142.2790088,36.510212,45054.77177,3.555555556,8
0.131532954,231729,157.6851086,35.894972,86845.81732,4.555555556,101
0.110088485,1005146,450.8627451,33.193885,57906.44129,8.333333333,134
0.107345897,2637772,1119.923512,32.766987,91585.78472,9.277777778,488
0.110588456,787858,353.9820848,29.526602,30089.25104,12.83333333,119
0.15371806,123707,173.5379937,32.486397,63735.0115,9.777777778,4
0.105193462,4698619,1023.821264,29.857273,76666.36355,12.66666667,526
0.130749249,590925,217.7731168,30.302364,36829.37185,11.88888889,65
0.112803253,2084931,899.6794982,32.77204,51740.98496,9.222222222,139
0.100414258,351713,216.4979658,41.037045,38161.74423,-0.722222222,69
0.116621613,256359,152.3673732,41.270355,37384.40431,-2.666666667,37
0.229070192,35631,20.20944437,43.035325,42942.85312,-7.611111111,16
0.106133773,237521,3507.834948,38.878337,133058.6847,1.777777778,84
0.134550463,1150795,1090.633643,38.833743,709722.82,1.611111111,188
0.09291385,406850,306.3834516,39.08113,59278.76036,0.666666667,61
0.154672444,481857,287.2614201,45.771674,37617.11737,4.833333333,90
0.137150548,97331,13.51867631,47.213633,55992.21348,0.444444444,50
0.245832347,84460,63.5380597,48.158436,32651.56623,5.166666667,105
0.368527215,31729,5.698484873,47.802641,29709.90969,2.222222222,14
0.132148885,2233163,377.0497894,47.493554,123013.3044,2.722222222,2161
0.178254665,269805,185.214775,47.639687,42409.23775,5.111111111,56
0.160290516,47364,7.933276732,47.124444,34123.04162,-1.111111111,8
0.138152292,891299,193.4271779,47.040716,43775.5409,2.388888889,317
0.20740839,128206,25.98061985,48.493066,57810.74262,1.555555556,101
0.173507322,225685,35.356017,48.842653,58957.09431,0.388888889,116
0.137238091,542364,170.4671597,43.067468,75247.88959,-6.388888889,183
0.146022794,42555,27.89001598,44.725337,25552.83716,-8.833333333,4
0.12968371,181827,15.61175437,33.040816,44356.52678,14.66666667,25
0.223144347,259666,120.6642393,38.051817,80733.87913,9.888888889,93
0.200837999,284010,30.2332709,35.385227,58409.61319,9.222222222,71
0.136582062,31007,19.33450546,39.621023,69140.20831,-7.444444444,13
0.168438267,315534,140.5077092,30.611664,44401.06372,12.16666667,37
0.266789156,356495,122.5147838,28.764113,22565.48031,15.5,44
0.286100105,754610,245.3863693,26.552134,35098.61571,18,152
0.273956262,394855,174.4151244,27.481386,31243.56917,16.72222222,38
0.575873371,128754,88.17771385,28.714294,18764.8467,15.27777778,45
0.138773104,145864,128.6170821,33.352897,24951.48442,7.388888889,23
0.181880679,113459,221.6426049,33.412717,37704.00538,7.388888889,27
0.154815164,42470,52.71009264,33.995961,27726.96126,6.666666667,10
0.175631058,18778,23.53284206,38.443489,24117.28264,1.111111111,11
0.11818211,124672,161.4410389,30.202946,67954.28265,12.5,139
0.119728412,807252,2581.854911,42.33196,140179.2421,-2.666666667,940
0.156599182,507078,860.3429678,39.802352,46939.37264,0.388888889,163
0.132240634,211342,229.3036343,35.387845,29564.70458,5.888888889,32
0.130927988,316739,416.7207841,36.036589,111736.1768,5,113
0.155028989,329261,521.5424077,37.437521,75919.94087,4,40
0.134701025,814901,144.519451,48.054913,47452.63921,2.055555556,1068
